Sentences,Class
"RT @JohnnyFootbalI: Yeah Kaepernick might have biceps like a Greek God, but the dude looks like he was conceived by a Proboscis monkey http&#8230;",2
RT @JoleenDoreen: I was in a Kik group once. But we called it a party line and old Charlie the barber was always hogging the calls.,2
"RT @JonHorstHoyer: ""Lester, the parasitic spider monkey, had 1 redeeming quality: he ran the boat, &amp; the boat attracted women."" 'ONLY IN #C&#8230;",2
RT @JonyPrivat: #cheese #crackers #lacking http://t.co/ijDHKWdkoQ,2
"RT @JoshYohe_Trib: I wrote whole game story on how Orpik shut down Ovi two nights in a row. Many of you will mock this. But he was really, &#8230;",2
RT @JudahWorldChamp: To help eliminate faking injury &amp; diving - post game video review of dives &amp; give divers yellow cards after game. #Wor&#8230;,2
RT @K1mb0Slyc3: Me too! @WhatsAshirt: Defiantly going to see that new planet of the apes tonight&#8221;,2
"RT @KHOU: Charlie Strong took the longhorn logos off his players' helmets: They have to earn it back.

&#160;&#160;&#160;&#160;&#160;&#160; http://t.co/HvNUJT6Ss2 #Sport&#8230;",2
"RT @KILLQuana: Hun, wrong social networking site RT@Schwaggy_Chulo: 666 - LMS for a good morning post, and something extra (maybe)&#8221;",2
"RT @KYHoopsBuzz: Latest DraftExpress mock draft has Randle #3, Cauley-Stein #9, Young #14, Poythress #37. Harrison twins &amp; Dakari Johnson a&#8230;",2
RT @Kap12284: Week from Thursday might be the last #Yankees game to look forward to in a while. If nothing else Jeter deserves that night &#8230;,2
RT @KarenRFM: No-TV-During-the-Week #parenting rule has thrown quite a monkey wrench into #RooseveltsPBS viewing schedule. #DVRtime @wcve #&#8230;,2
RT @KarlenaSkiff: Could never date someone with yellow teeth&#128567;,2
RT @KathrynBruscoBk: Think #windturbines are bad for birds? Compare: http://t.co/FpOSfLdOXW via @BloombergNews http://t.co/Eh6I7dOjUz via &#8230;,2
"RT @KatiePavlich: Charlie Crist doesn't have any more political parties to join, but he could become a spokesman for a fan company.",2
"RT @KatiePavlich: Now go take out the trash @sdoocy: . Today I was #outnumbered, but thankfully not #dismembered! Thanks, Ladies http://t.&#8230;",2
RT @KeithOlbermann: @MarkDBrown0824 you mean like the Yankees did this year when they prioritized a farewell tour over a playoff run?,2
RT @KelsieBelsi: @Vntxnius lmao it will have a slope of -2x+1,2
"RT @KenDavidoff: The #Cardinals are #MLB's gold standard, and there isn't even a close silver. #Dodgers #Giants #Tigers #Yankees http://t.c&#8230;",2
RT @Ketamine_Stalin: IF A SINGLE WASP COULD READ THESE #WaspFacts TWEETS THERE COULD BE A PEACE TREATY BETWEEN WASPS AND MAN BUT WASPS ARE &#8230;,2
RT @Kevineffinskaff: My idea of a diet is eating regular Oreos instead of double stuft and takin off half the cookie (still dip it in 2% ...,2
RT @KianteDevuan_: Beautiful smiles and colored eyes&#128525;,2
RT @Kiaranicole_x: @_JoAries @Kash_WingateLFC @chanchan_ox babes we buy brazilian and Peruvian not Bengali,2
RT @Kick_Man: Giants- Pitiful .. Jets-Pitiful .. Mets- Pitiful .. Yankees-Pitiful .. Nets- Pitiful .. Knicks-Pitiful ... Ny sports- Pitiful,2
RT @Kicks_AndTits23: Lewis so trash lmao,2
RT @KingCuh: ouuua ita siana. alu polosi ho nifo NAMU TA'E.,2
RT @KingKwama: Female IG Models in person be so trash &#128546;,2
RT @King_Gerry_R: Remember all the trash on the floor of your car? We upgraded it &amp; put Wale's The Gifted so it feels like your old car htt&#8230;,2
RT @KnickRumors: Mets superstar pitcher @MattHarvey33 is at the Yankees game wearing a Knicks hat #KnicksTape http://t.co/g5fqGTE2s0,2
RT @Krislisisms: Hot 97 trash.,2
RT @KxRxSxB: Sometimes I turn my phone on loud to tweet just to hear the bird chirp. #TrueStory #TeamiPhone,2
"RT @KyleKallgren: You know how in superhero stories the best insult for superheroes dumb mooks can come up with is ""do-gooder?"" #whiteknight",2
RT @Kyle_Lippert: If you buy tickets for Transformers 3D they just lock you in an aluminum trash can and toss you from an overpass into rus&#8230;,2
RT @L3tsVibe: Keys open doors when them keys is albino,2
RT @LJSpagnoli: Isis and Jihadi Terrorists 'Post 90 Tweets Every Minute' to Spread Propaganda http://t.co/eRJMveF996,2
RT @LOHANTHONY: i'm so hungry if someone would send me a flying parachute with brownies attached to it like they do in the hunger games tha&#8230;,2
"RT @LRTC1: Magnus the ""team leader"" was particularly rude and unhelpful. As opposed to Charlie, who just blatantly lied. Awful service. @s&#8230;",2
"RT @LVL_KY_Events: Nov 22,2012: Thanksgiving Dinner: 2:00pm: Proof on Main. A day being preoccupied with a giant bird in your... http:// ...",2
"RT @LauraBehnke: #Yankees fans having flashbacks! RT @WCCORosen: @LauraBehnke You remember THIS Phil Hughes! It's already 4 to 0, still no &#8230;",2
"RT @LauraRosenCohen: #AskDrMann Is having no amici briefs filed on your behalf kind of like Charlie Brown never, ever getting ANY Valentin&#8230;",2
RT @LeKarmaSucre: trash liars RT @learnteachwin: these law students are terrible liars #HTGAWM,2
"RT @LeMarquand: Jihadi-In-Chief Hussein Urges restraint in Fighting Islamic Butchers&#8252;&#65039;Apparently, we SHOULD be nice to ISIS...we might hurt&#8230;",2
"RT @LifeFlightGirl: When someone is murdered, the police investigate the spouse first. 

And that tells you everything you need to know abo&#8230;",2
RT @LifeNewsHQ: BREAKING: Florida Pro-Life Gov. Rick Scott Defeats Pro-Abortion Challenger Charlie Crist http://t.co/GpR1hQlEN2 #tcot http:&#8230;,2
RT @LilTunechi: Eddie Lacy rookie of the year! Well deserved The green &amp; yellow bumble bee bekuz if he hit ya it's gon sting!Green Bay all&#8230;,2
RT @LilyBean1313: And I thought I had a problem! #Oreos http://t.co/jfrBKzE1T5,2
"RT @LizardLickTowin: - @CMchatLIVE #CMchat why do U think its so hard for""hick hop""2get major air time on most stations #cmchat when it's w&#8230;",2
RT @Lmao: When I make the paper ball into the trash can. &#128240;&#127936;&#128168; http://t.co/VjeGtjEP3X,2
RT @LoQueEllasSaben: Amo a esa gente que me odia.. http://t.co/8Zr3e0YsoE,2
"RT @LuckyLanceJ: A bird doesn't sing because it has an answer, it sings because it has a song.~ @DrMayaAngelou",2
RT @Luke_Grossman52: That's what sports are about. Forget the arrogance &amp; trash talking. Its about making people feel like they are a part &#8230;,2
"RT @LynchieWCVB: Big night at WCVB. Martha Coakley-Charlie Baker debate here at 7, Bruins-Minnesota WIld, World Series Game #6.",2
"RT @Lysettemariee: Jamal is a fool &#128514;&#128514;&#128514; first he called me a leprechaun, then he said my heart cant be blue or purple. It gotta be yellow or&#8230;",2
RT @MCGetBizzy: Rise of the planet of the apes http://t.co/Ww3xbbUJg7,2
"RT @MELODICthunder: Nah, 2013 was trash RT @IshaboiBrandon: 2014 was so trash dawg",2
"RT @MLBFanCave: Derek Jeter and the @Yankees present Paul Konerko with a retirement gift.

WATCH: http://t.co/St6QGJy0j6 http://t.co/7zBGvH&#8230;",2
"RT @MLBStatoftheDay: Since 1914, Derek Jeter&#8217;s 91 multi-hit games vs @RedSox are 4th most among @Yankees, behind Gehrig&#8217;s 121, Ruth&#8217;s 99 an&#8230;",2
RT @MacMiller: @iCodyMontana @ScHoolBoyQ @xdannyxbrownx yeah they trash. Q... this man capitalized his H tho.... i'm takin all ya fans.,2
"RT @Macbeth870: #bowebergdahl There hasn't been a trade this lopsided since Babe Ruth was traded to the Yankees for ""No No Nanette"" cash.",2
RT @MahoganyLOX: vintage mickey &#127800; http://t.co/03otPzXCbI,2
RT @MajorNews911: NBC News projects Charlie Baker (R) wins Massachusetts Governor. http://t.co/Su9JblPLrO,2
"RT @ManiChakr: @ArvindKejriwal itni bahaduri!!! interviews mein to hamesha marne ko tayyar rehte ho, got scared of crackers? LOL http://t.c&#8230;",2
RT @Manstagram_: When I make the paper ball into the trash can http://t.co/m90W9N1zbT,2
RT @MarcACaputo: BREAKING: Charlie Crist files emergency motion for a mulligan.,2
RT @MaryWCVB: Charlie Baker about to make his final election eve campaign stop- here at Swampscott High School. #wcvb #wcvbpoli http://t.co&#8230;,2
RT @MaryWCVB: Congressional Hopeful Richard Tisei stops in at Baker's Swampscott Rally. But still no Charlie. #wcvb http://t.co/uycfEng3B9,2
RT @MaryWCVB: Still waiting for Charlie Baker to take the stage in Swampscott. #wcvb http://t.co/lYb3Thm199,2
RT @Matt_Simonson: Oomfs teeth are quite yellow&#128514;&#128128;&#128128; @WBDyllon_,2
"RT @Matty_Kem: My favorite shark is megaldon, my least favorite is a mud shark. They are the worst",2
"RT @MaxAbrahms: When Americans claim #ISIS is just a ""local threat,"" reply: You mean just to Iraq, Syria, Turkey, Jordan, Saudi Arabia, Leb&#8230;",2
RT @Maxicat: Charlie Rangel Re-Writes History: On GOP They Think They Won The Civil War&#8221; http://t.co/moCeUBRUTf,2
"RT @McNarstle: ...and rounding out our CNN Ebola panel tonight, the monkey from the 1995 film, OUTBREAK.",2
"RT @McNarstle: And she's watchin' him with those eyes / And she's makin' him linguine &amp; clams with that body, I just know it!",2
RT @MeganCammalleri: Thank you to the Perkins student section for participating in the yellow out. We all really appreciated it!,2
RT @MelissaTweets: Scott Walker investigate. Christie's Bridgegate. Perry's drunk monkey Dem DA-gate. All men innocent. All threats to left&#8230;,2
RT @MemphisMSoccer: 50' 2nd yellow card issued for Temple,2
"RT @MensHumor: Kim Kardashian had a baby...in more important news, I took out the trash last night.",2
"RT @MetalHammer: Are you in London this evening? 
Well ex-Iron Maiden member, Tony Moor, will be busking outside Balham train station from &#8230;",2
RT @MichaelArenella: Shy girls are cute,2
RT @MicheleBachmann: Charlie Rangel should apologize to tea party members. I'll set up meetings so he can explain his outrageous comments. &#8230;,2
RT @MirrorWeirdNews: Adorable tiny monkey showering in a sink is the cutest viral video you'll see this weekend http://t.co/cwc0b0Z9PB http&#8230;,2
"RT @MissZindzi: But yall make the MUTUAL DECISION to have sex on the first date, but she's trash? What kind of math??",2
"RT @Mobute: Rick Scott vs. Charlie Crist is the worst gubernatorial election in America, and it's the face of our ugly future. http://t.co/&#8230;",2
RT @MostSecretFacts: Twitter's home button is a birdhouse. When you join you're an egg. The logo is a bird. Most people don't realize this.,2
RT @MrStories: I can't wait to see the new planet of the apes.,2
"RT @Mr_MshkL: &#1589;&#1608;&#1585;&#1577; &#1604;&#1591;&#1575;&#1574;&#1585; &#1575;&#1604;&#1603;&#1575;&#1585;&#1583;&#1610;&#1606;&#1575;&#1604; &#1575;&#1604;&#1571;&#1581;&#1605;&#1585; &#1575;&#1604;&#1605;&#1605;&#1610;&#1586;&#1548; &#1571;&#1581;&#1583; &#1588;&#1582;&#1589;&#1610;&#1575;&#1578; &#1604;&#1593;&#1576;&#1577; &#1575;&#1604;&#1591;&#1610;&#1608;&#1585; &#1575;&#1604;&#1594;&#1575;&#1590;&#1576;&#1577; angry birds &#1575;&#1604;&#1588;&#1607;&#1610;&#1585;&#1577; !
&#8226; http://t.co/0lowkClb",2
"RT @MsKeeKee90s: @t_ndyy haha Oreo lol. Well I gota do dee's video for his dance soon, I can show you how to use equipment and that x",2
"RT @MySportsLegion: Nick Young says that close to $100,000 worth of money, watches sneakers and clothes were stolen from his house last nig&#8230;",2
RT @NASAWatch: .@tweetsoutloud we found your brother Charlie out working on the dishes today #DSN50 #NASAsocial http://t.co/oNVuQnS7HT,2
RT @NBCSports: THIS JUST IN: Yankees P Michael Pineda is ejected from game after substance found on his neck http://t.co/7c3ekGdoVB http://&#8230;,2
"RT @NDFootball: Winston connects with Greene on the slant across the middle for the score. Ball game is tied, 17-17.",2
"RT @NEOMD71: Bizarre sports week in Cle.

@Browns win a game that felt like a loss,failed ex-Browns QB's duel each other, and @cavs lose ho&#8230;",2
RT @NFL_Memes: Buckwheat and Porky http://t.co/bo96nelS2P,2
"RT @NFLonFOX: Palmer to Fitzgerald - TOUCHDOWN! 

7-yard slant gives Arizona the 7-0 lead.

8 plays, 79 yds",2
"RT @NHLDevils: 2-2! Adam Henrique cleans up the trash in front of the net, tying the game for the #NJDevils with 11:06 left in regulation! &#8230;",2
"RT @NYeoman: Jets, Bills and Dolphins all win. How does sole possession of last place feel Mr. Belichick?",2
"RT @Nachumlist: Charlie Rangel: &#180;The Things We
Believe in Are Spiritual Damn Things&#180; http://t.co/NwgiJ1mjia",2
"RT @NandaGorgeous: RT if you like 
BMTH
ADTR
PTV
YMAS
SWS
ATL
OM&amp;M
AA
MIW
BTF
WCAR
MCR
AFI
PE
BVB
WIM
BC
SS
CTE
NSN
GD
WATIC
AA!
BFMV
FOB
F&#8230;",2
"RT @NateKlempa: @ROOTSPORTSPIT must not realize how much #WVU games mean to all of us ""hillbillies"". The @Pirates play 162 games a year. Sh&#8230;",2
"RT @NativeCurator: THIS is how you honor
Native Americans. #changethename #HTTR @redskinsfacts @redskins http://t.co/23VGQvEHy5",2
RT @NerdistDotCom: Forget your typical graduation speech. Charlie Day manages to be hilarious AND inspirational in today&#8217;s MIFVOTD: http://&#8230;,2
RT @NewYorkologist: Autographed Photo of Babe Ruth and Lou Gehrig - New York Yankees 1928 | #NYC #NY #NYY http://t.co/mm2niIGP9X,2
RT @NiallOfficial: Absolutely perfect day in London! Suns out! Gona be a cracker at wembley tonight ! Yeaaaaahhhh!,2
RT @NickSwagyPYoung: Happy Halloween from Rick James (aka Swaggy) and Charlie Murphy ( @bigmeat2000 ) haha darkness everybody http://t.co/y&#8230;,2
"RT @NightValeRadio: A quick lesson on the birds and the bees: The birds are looming, oily, sudden. The bees are bulbous, shrieking, hungry.&#8230;",2
RT @NinerFans: #Seahawks fans are scheduled to meet up at Pier 39 on SAT. @ 5PM to trash talk and heckle San Franciscans! BE PREPARED! WEAR&#8230;,2
"RT @Nintendo_Legend: Asked three-year-old niece why the sun is yellow. Her reply: ""Maybe there's bees in there.""",2
RT @NittiYayo: I think I got da bird flu,2
RT @NormSanders: I much prefer this classic blue and yellow Rams uniform to anything we've seen since that magical year. Not even close #st&#8230;,2
RT @Norsu2: Democrats to push income inequality as top issue of 2014 http://t.co/6fMioxUIgK Charlie Baker (R) veers further left all in w D&#8230;,2
RT @Now_Thats_Fresh: Every Seth McFarlene cartoon is trash yall love low iq comedy,2
RT @NuteIla: when I die on flappy bird http://t.co/HKNUTfDVJZ,2
RT @OGMarcusC: !!!! @RapAboutCereal: Jay Z verse trash. http://t.co/eYb3B08BTM&#8221;,2
RT @OTRAUpdates2015: Rumours that the boys will be touring around the world for OTRA Tour and it will end in the UK/Ireland as a welcome ho&#8230;,2
RT @O_tunj: Dance monkey dance,2
"RT @OhEmmeG: just because you ""not official"" doesnt mean you can act like complete trash and be free from acting like a decent human being",2
"RT @OmarImranTweets: Media be like:

*Muslim whale attacks US Navy*
*Muslim tiger attacks Zookeeper*
*Muslim bird attacks Eiffel Tower*
*Mu&#8230;",2
RT @OnionSports: Yankees Unveil Beautiful Derek Jeter Cage In Monument Park http://t.co/vv6urct4jd http://t.co/gWBNHDyhMl,2
"RT @OpWarriorTeam: Hi ho, hi ho, it's off to work we go! It's #MilitaryMonday...support a military organization today. http://t.co/9DV04wk&#8230;",2
"RT @Oreo: Dear dessert heaven, fangs so much for these Oreo Spooky Ball Vampires. #OreoCookieBalls http://t.co/I3iyRL72sD http://t.co/wNzBh&#8230;",2
"RT @Oreo: Woah, the depth of this Ollusion is unreal. #Ollusions http://t.co/fuiVThvZyN",2
RT @OutTheOrdinary1: @P0WERS_ @eGoaTizM @Blaztful powers U don't go outside ur tanks been on full for 2 months U anti social monkey,2
"RT @PBSAmerMasters: Happy birthday, Bob Newhart! The comedic legend turns 85 today: http://t.co/YOSx2VdAjb #AmericanMasters http://t.co/gew&#8230;",2
RT @PapaRockk_: My mom paid $5 to hold this monkey &amp; look what he did &#128553;&#128514; http://t.co/t5ZkMd8Xeh,2
"RT @ParkerHouk1: If I could be anywhere on earth right now, you know it would be Yankees Stadium",2
RT @PatVPeters: Texas ranchers: Terrorists reportedly caught at border; feds clam up http://t.co/1vynD9zbpH,2
RT @Perspective_pic: Retweet if you see the bird. http://t.co/o7reXL0teu,2
RT @PeteRose_14: On this day 1941 the #Yankees Joe DiMaggio goes 0 for 3 with a walk vs Cleveland #Indians to end his 56 game hitting streak,2
RT @PhuckedFame: Thick red bones in style or nah? &#127817; http://t.co/Cfhis3L8bT,2
"RT @PlMPCESS: A silent protest in Philadelphia, performance artists protest the murder of Mike Brown while passerby's mock it. http://t.co/&#8230;",2
RT @Pointdexter: Charlie Sheen gets it http://t.co/DKk6YjTJfU,2
"RT @PolitiBunny: #YesWeDid attack, harass, threaten, mock and bully any woman or minority who dared not fall in line with our progressive a&#8230;",2
